ingredients,instructions,time,title
"['1 tablespoon olive oil', '3 small onions, finely chopped', '1 clove garlic, crushed', '1 teaspoon minced fresh parsley', '1 teaspoon minced celery', 'salt and pepper to taste', '1 ½ cups sliced fresh mushrooms', '1 cup whole milk', '¼ cup heavy cream', '1 cup rice', '5 cups vegetable stock', '1 teaspoon butter', '1 cup grated Parmesan cheese']","Heat olive oil in a large skillet over medium-high heat. Saute the onion and garlic in the olive oil until onion is tender and garlic is lightly browned. Remove garlic, and stir in the parsley, celery, salt, and pepper. Cook until celery is tender, then add the mushrooms. Reduce heat to low, and continue cooking until the mushrooms are soft.
Pour the milk and cream into the skillet, and stir in the rice. Heat to a simmer. Stir the vegetable stock into the rice one cup at a time, until it is absorbed.
When the rice has finished cooking, stir in the butter and Parmesan cheese, and remove from heat. Serve hot.",45,Mushroom Risotto
"['1 (16 ounce) package uncooked lasagna noodles', '1 pound mozzarella cheese, shredded', '1 (15 ounce) container ricotta cheese', '1 pound firm tofu', '1 (10 ounce) package frozen chopped spinach - thawed, drained and squeezed dry', '2 cups grated Parmesan cheese', '1 (28 ounce) jar pasta sauce']","Bring a large pot of lightly salted water to a boil. Cook lasagna noodles for 5 to 8 minutes, or until just slightly underdone; drain and rinse.
In a large mixing bowl, mix together grated cheese, ricotta cheese, tofu,  frozen spinach, and 1 cup Parmesan cheese.
Lay out a noodle. Spread a layer of the cheese mixture on the noodle, then add a thin layer of sauce.  Roll the noodle up, and place seam side down in a 13x9 pan.  Repeat for other noodles.  Top with remaining sauce and Parmesan cheese.
Bake in a preheated 350 degree F (175 degree C) oven  for 30 min, or until hot and bubbly.",60,Lasagna Roll Ups
"['2 tablespoons olive oil', '2 cloves garlic, minced', '1 (28 ounce) can whole peeled tomatoes', '1/2 cup chopped fresh basil', 'salt and pepper to taste', '1/4 cup vodka', '1 pound penne pasta', '1 pint heavy cream']","In a large skillet over medium heat, cook garlic in olive oil until tender, 1 to 2 minutes. Stir in tomatoes, breaking up a bit with fork. Stir in basil, salt and pepper and simmer 15 minutes. Stir in vodka and cook 15 minutes more.
Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain.
Stir cream into sauce and cook 10 minutes more. Toss with hot pasta.",45,Penne a la Vodka II
"['2 cups flour', '1 tablespoon dried tarragon', '2 tablespoons salt', '1 tablespoon ground ginger', '2 tablespoons ground black pepper', '1 tablespoon dry mustard powder', '1 tablespoon dried thyme leaves', '1 teaspoon garlic powder', '1 teaspoon dried oregano', '1 egg', '¼ cup milk', '8 (6 ounce) skinless, boneless chicken breast halves', '½ cup vegetable oil']","Stir together flour, tarragon, salt, ginger, pepper, mustard powder, thyme, garlic powder, and oregano in a shallow bowl until well blended. Beat the egg together with the milk until smooth in a bowl. Dredge the chicken breasts in the flour mixture, shake off excess, then dip in egg, and again in flour. Set breasts aside to rest for 10 minutes.
Preheat oven to 350 degrees F (175 degrees C).
Heat the vegetable oil in a skillet over medium-high heat. Dredge the chicken breasts in flour again, and shake off excess. Brown the chicken in the hot oil until golden brown on both sides. Place onto a baking sheet, and bake in preheated oven until the chicken is no longer pink in the center, 20 to 30 minutes.",55,Tender Pan-Fried Chicken Breasts
"['2 pounds ground beef', '¼ onion, finely chopped', '1 cup shredded Cheddar cheese', '½ cup sour cream', '1 tablespoon dried parsley', '1 tablespoon taco seasoning', '1 teaspoon dried oregano', '½ teaspoon ground black pepper', '2 ½ cups enchilada sauce', '1 ½ teaspoons chili powder', '1 clove garlic, minced', '½ teaspoon salt', '8 flour tortillas', '1 (15 ounce) can black beans, rinsed and drained', '1 (4 ounce) can sliced black olives, drained', '¼ cup shredded Cheddar cheese']","Preheat oven to 350 degrees F (175 degrees C).
Cook and stir ground beef with onion in a skillet over medium heat until meat is crumbly and no longer pink, about 10 minutes. Drain grease. Stir 1 cup Cheddar cheese, sour cream, parsley, taco seasoning, oregano, and black pepper into the ground beef until cheese has melted. Mix in enchilada sauce, chili powder, garlic, and salt; bring to a simmer, reduce heat to low, and simmer until meat sauce is slightly thickened, about 5 minutes.
Lay a tortilla onto a work surface and spoon about 1/4 cup of meat sauce down the center of the tortilla. Top meat sauce with 1 tablespoon black beans and a sprinkling of black olives. Roll the tortilla up, enclosing the filling, and lay seam-side down into a 9x13-inch baking dish. Repeat with remaining tortillas. Spoon any remaining meat sauce over the enchiladas and scatter any remaining black beans and black olives over the top. Sprinkle tortillas with 1/4 cup Cheddar cheese.
Bake in the preheated oven until cheese topping is melted and enchiladas and sauce are bubbling, 20 to 22 minutes. Let stand 5 minutes before serving.",45,Best Beef Enchiladas
"['1 (12 ounce) package jumbo pasta shells', '8 ounces mushrooms, diced', '3 cloves garlic, minced', '1 onion, chopped', '1 pound ground turkey', 'salt and pepper to taste', '1 (10 ounce) package frozen chopped spinach, thawed and drained', '2 tablespoons chopped fresh parsley', '2 cups cottage cheese', '1 cup freshly grated Parmesan cheese', '1 (32 ounce) jar spaghetti sauce', '1 (8 ounce) package mozzarella cheese, shredded']","Preheat oven to 350 degrees F (175 degrees C).
Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Set aside in warm water.
In a large heavy skillet saute mushrooms, garlic and onions. Add ground turkey and cook until evenly brown. Season with salt and pepper. Remove from heat, and stir in spinach, parsley, cottage cheese and Parmesan cheese.
Stuff the cooked shells with the mixture, and place in a 9x13 inch baking dish. Cover with spaghetti sauce, and sprinkle top with mozzarella cheese.
Cover with foil, and bake in preheated oven for 30 to 45 minutes, or until heated through.",75,Stuffed Shells IV
"['1/2 cup slivered almonds', '2 cups chicken broth', '1/2 cup uncooked brown rice', '1/2 cup uncooked wild rice', '3 tablespoons butter', '3 onions, sliced into 1/2 inch wedges', '1 tablespoon brown sugar', '1 cup dried cranberries', '2/3 cup fresh sliced mushrooms', '1/2 teaspoon orange zest', 'salt and pepper to taste']","Place almonds on an ungreased baking sheet. Toast at 350 degrees F (175 degrees C) for 5 to 8 minutes.
Mix broth, brown rice, and wild rice in a medium saucepan, and bring to boil. Reduce heat to low, cover, and simmer 45 minutes, until rice is tender and broth is absorbed.
In medium skillet, melt butter over medium-high heat. Add onions and brown sugar. Saute until butter is absorbed and onions are translucent and soft. Reduce heat, and cook onions for another 20 minutes, until they are caramelized.
Stir cranberries and mushrooms into the skillet. Cover, and cook 10 minutes or until berries start to swell. Stir in almonds and orange zest, then fold the mixture into the cooked rice. Salt and pepper to taste.",105,Harvest Rice Dish
"['1 1/4 pounds lean ground turkey', '2 tablespoons basil pesto', '1 teaspoon minced garlic', '1/2 cup crumbled feta cheese', '1 1/2 teaspoons seasoned salt', '1/2 cup bread crumbs', '1/2 teaspoon seasoned salt']","Preheat an outdoor grill for medium-high heat.
Mix together ground turkey, pesto, garlic, feta cheese, 1 1/2 teaspoons seasoned salt, and breadcrumbs in a bowl until evenly blended. Form into 4 patties.
Grill pesto burgers until no longer pink in the center, about 5 minutes per side. Sprinkle with seasoned salt halfway through cooking.",20,Pesto Turkey Burgers
"['1/2 teaspoon garlic powder', '1/4 tablespoon ground black pepper', '1/3 cup Worcestershire sauce', '2 tablespoons dry white wine', '2 tablespoons Italian-style salad dressing', '1 pound large shrimp, peeled and deveined with tails attached', '1/4 cup honey', '1/4 cup butter, melted', '2 tablespoons Worcestershire sauce', 'skewers']","In a large bowl, mix together garlic powder, black pepper, 1/3 cup Worcestershire sauce, wine, and salad dressing; add shrimp, and toss to coat. Cover, and marinate in the refrigerator for 1 hour.
Preheat grill for high heat. Thread shrimp onto skewers, piercing once near the tail and once near the head. Discard marinade.
In a small bowl, stir together honey, melted butter, and remaining 2 tablespoons Worcestershire sauce. Set aside for basting.
Lightly oil grill grate. Grill shrimp for 2 to 3 minutes per side, or until opaque. Baste occasionally with the honey-butter sauce while grilling.",96,Honey Grilled Shrimp
"['¼ cup soy sauce', '3 tablespoons dry white wine', '2 tablespoons lemon juice', '2 tablespoons vegetable oil', '¾ teaspoon dried Italian-style seasoning', '1 teaspoon grated fresh ginger root', '1 clove garlic, crushed', '¼ teaspoon onion powder', '1 pinch ground black pepper', '8 skinless, boneless chicken breast halves - cut into strips']","In a large, resealable plastic bag, combine the soy sauce, wine, lemon juice, oil, Italian-style seasoning, ginger, garlic, onion powder, and ground black pepper. Place chicken in the bag. Seal, and let marinate in the refrigerator for at least 3 hours, or overnight.
Preheat an outdoor grill for medium-high heat.
Thread the chicken onto skewers, and set aside. Pour marinade into a small saucepan, and bring to a boil over high heat.
Lightly oil the grill grate. Cook chicken on the prepared grill for approximately 8 minutes per side, basting with the sauce several times. Chicken is done when juices run clear.",215,RamJam Chicken
"['2 ½ pounds beef tenderloin', '2 tablespoons butter, softened', '2 tablespoons butter', '1 onion, chopped', '½ cup sliced fresh mushrooms', '2 ounces liver pate', '2 tablespoons butter, softened', 'salt and pepper to taste', '1 (17.5 ounce) package frozen puff pastry, thawed', '1 egg yolk, beaten', '1 (10.5 ounce) can beef broth', '2 tablespoons red wine']","Preheat oven to 425 degrees F (220 degrees C). Place beef in a small baking dish, and spread with 2 tablespoons softened butter. Bake for 10 to 15 minutes, or until browned. Remove from pan, and allow to cool completely. Reserve pan juices.
Melt 2 tablespoons butter in a skillet over medium heat. Saute onion and mushrooms in butter for 5 minutes. Remove from heat, and let cool.
Mix together pate and 2 tablespoons softened butter, and season with salt and pepper. Spread pate over beef. Top with onion and mushroom mixture.
Roll out the puff pastry dough, and place beef in the center. Fold up, and seal all the edges, making sure the seams are not too thick. Place beef in a 9x13 inch baking dish, cut a few slits in the top of the dough, and brush with egg yolk.
Bake at 450 degrees F (230 degrees C) for 10 minutes, then reduce heat to 425 degrees F (220 degrees C) for 10 to 15 more minutes, or until pastry is a rich, golden brown. Set aside, and keep warm.
Place all reserved juices in a small saucepan over high heat. Stir in beef stock and red wine; boil for 10 to 15 minutes, or until slightly reduced. Strain, and serve with beef.",60,Beef Wellington
"['1 ½ pounds cooked fresh shrimp', '6 tablespoons butter', '1 tablespoon minced garlic', '1 cup heavy whipping cream', '½ cup chopped parsley', '3 tablespoons chopped fresh basil', '½ teaspoon dried thyme', '¾ cup grated Parmesan cheese', 'salt to taste', 'ground black pepper to taste', '1 (16 ounce) package linguini pasta']","Cook pasta until al dente according to package directions.
While linguine is cooking, melt butter or margarine in a large skillet.  Add garlic, and saute briefly to release flavor.  Add cream; heat just to boiling, stirring frequently.  Lower heat, and stir in shrimp, parsley, basil, and thyme.  Continue cooking until shrimp are just heated through.  Do not overcook shrimp!  Remove sauce from heat.
Drain the pasta, and toss lightly with the sauce.  Toss again with cheese, and salt and pepper to taste.  Serve immediately.",0,Shrimp Linguine
"['3 tablespoons vegetable oil', '6 (6 ounce) skinless, boneless chicken breast halves, thinly sliced', '½ cup sliced onions', '½ cup sliced red bell pepper', '½ cup tomato juice', '2 tablespoons taco seasoning mix', '1 cup salsa', '8 (1/2 inch thick) slices French bread', '2 cups shredded Cheddar cheese']","Heat the oil in a large skillet over medium-high heat.  Add the chicken, and cook and stir until lightly browned, about 5 minutes.
Stir in the sliced onions and red peppers, and cook and stir for 5 minutes or until the vegetables are tender.  Stir in the tomato juice and taco seasoning, and mix well.  Cook mixture until the juice has thickened and the chicken is well coated with sauce, about an additional 7 minutes.
Preheat the oven's broiler and set the oven rack about 6 inches from the heat source.
Spread 2 tablespoons of salsa over each slice of French bread.  Evenly spoon the chicken mixture on top of the salsa topped bread.  Sprinkle each sandwich with 1/4 cup Cheddar cheese.
Place sandwiches under the preheated broiler and cook for 5 minutes or until the cheese is melted and beginning to brown.",35,Chicken Fajita Melts
